crop_path,text,split,field_type,style_id,bias
crops/price_00809.png,57,train,price,6,0.815
crops/price_00811.png,58,train,price,6,0.794
crops/price_00816.png,59,train,price,10,0.939
crops/price_00818.png,59,train,price,6,0.722
crops/price_00820.png,6,train,price,11,0.885
crops/price_00821.png,6,train,price,8,0.589
crops/price_00822.png,6,train,price,10,0.611
crops/price_00823.png,6,train,price,11,0.569
crops/price_00824.png,6,train,price,4,0.883
crops/price_00825.png,"6,00",train,price,3,0.419
crops/price_00826.png,"6,00",train,price,3,0.803
crops/price_00827.png,"6,00",train,price,3,0.952
crops/price_00828.png,"6,00",train,price,6,0.866
crops/price_00830.png,"6,50",train,price,5,0.840
crops/price_00831.png,"6,50",train,price,2,0.871
crops/price_00833.png,"6,50",train,price,0,0.987
crops/price_00835.png,6.00,test,price,12,0.574
crops/price_00836.png,6.00,test,price,11,0.513
crops/price_00837.png,6.00,test,price,11,0.756
crops/price_00838.png,6.00,test,price,0,0.367
crops/price_00840.png,6.000,train,price,12,0.625
crops/price_00841.png,6.000,train,price,3,0.316
crops/price_00842.png,6.000,train,price,4,0.700
crops/price_00843.png,6.000,train,price,12,0.869
crops/price_00844.png,6.000,train,price,2,0.903
crops/price_00845.png,6.50,train,price,8,0.480
crops/price_00846.png,6.50,train,price,3,0.510
crops/price_00848.png,6.50,train,price,2,0.722
crops/price_00849.png,6.50,train,price,7,0.358
crops/price_00851.png,6.500,train,price,1,0.489
crops/price_00853.png,6.500,train,price,9,0.875
crops/price_00854.png,6.500,train,price,5,0.963
crops/price_00855.png,60,train,price,9,0.389
crops/price_00856.png,60,train,price,11,0.844
crops/price_00857.png,60,train,price,11,0.917
crops/price_00858.png,60,train,price,11,0.468
crops/price_00860.png,"60,00",train,price,11,0.597
crops/price_00861.png,"60,00",train,price,9,0.614
crops/price_00862.png,"60,00",train,price,6,0.647
crops/price_00863.png,"60,00",train,price,4,0.638
crops/price_00864.png,"60,00",train,price,0,0.955
crops/price_00866.png,60.00,train,price,3,0.629
crops/price_00867.png,60.00,train,price,2,0.398
crops/price_00869.png,60.00,train,price,5,0.826
crops/price_00870.png,60.000,test,price,2,0.409
crops/price_00871.png,60.000,test,price,7,0.503
crops/price_00872.png,60.000,test,price,11,0.473
crops/price_00873.png,60.000,test,price,3,0.384
crops/price_00875.png,61,train,price,5,0.496
crops/price_00876.png,61,train,price,4,0.630
crops/price_00877.png,61,train,price,12,0.903
crops/price_00878.png,61,train,price,9,0.569
crops/price_00879.png,61,train,price,3,0.793
crops/price_00880.png,62,train,price,0,0.389
crops/price_00881.png,62,train,price,10,0.802
crops/price_00882.png,62,train,price,4,0.332
crops/price_00883.png,62,train,price,2,0.606
crops/price_00884.png,62,train,price,12,0.659
crops/price_00885.png,63,train,price,8,0.467
crops/price_00887.png,63,train,price,6,0.929
crops/price_00889.png,63,train,price,3,0.872
crops/price_00890.png,64,train,price,5,0.404
crops/price_00892.png,64,train,price,1,0.807
crops/price_00893.png,64,train,price,2,0.474
crops/price_00894.png,64,train,price,11,0.359
crops/price_00895.png,65,val,price,10,0.681
crops/price_00897.png,65,val,price,7,0.419
crops/price_00899.png,65,val,price,1,0.490
crops/price_00900.png,"65,00",train,price,12,0.759
crops/price_00901.png,"65,00",train,price,2,0.363
crops/price_00902.png,"65,00",train,price,2,0.861
crops/price_00903.png,"65,00",train,price,1,0.707
crops/price_00904.png,"65,00",train,price,8,0.632
crops/price_00905.png,65.00,train,price,8,0.980
crops/price_00908.png,65.00,train,price,11,0.964
crops/price_00909.png,65.00,train,price,9,0.826
crops/price_00912.png,65.000,train,price,6,0.415
crops/price_00913.png,65.000,train,price,3,0.498
crops/price_00914.png,65.000,train,price,3,0.488
crops/price_00915.png,66,val,price,5,0.826
crops/price_00916.png,66,val,price,6,0.928
crops/price_00918.png,66,val,price,12,0.803
crops/price_00919.png,66,val,price,4,0.552
crops/price_00921.png,67,test,price,7,0.366
crops/price_00922.png,67,test,price,7,0.985
crops/price_00923.png,67,test,price,6,0.900
crops/price_00924.png,67,test,price,7,0.484
crops/price_00925.png,68,train,price,2,0.897
crops/price_00928.png,68,train,price,10,0.449
crops/price_00929.png,68,train,price,0,0.448
crops/price_00930.png,69,train,price,11,0.616
crops/price_00931.png,69,train,price,3,0.544
crops/price_00932.png,69,train,price,0,0.693
crops/price_00933.png,69,train,price,0,0.405
crops/price_00934.png,69,train,price,7,0.960
crops/price_00935.png,7,train,price,12,0.416
crops/price_00940.png,"7,00",train,price,3,0.844
crops/price_00941.png,"7,00",train,price,0,0.958
crops/price_00942.png,"7,00",train,price,0,0.930
crops/price_00943.png,"7,00",train,price,2,0.971
crops/price_00945.png,"7,50",train,price,8,0.383
crops/price_00946.png,"7,50",train,price,0,0.606
crops/price_00947.png,"7,50",train,price,7,0.744
crops/price_00948.png,"7,50",train,price,12,0.482
crops/price_00949.png,"7,50",train,price,1,0.399
crops/price_00950.png,7.00,train,price,1,0.641
crops/price_00951.png,7.00,train,price,2,0.762
crops/price_00952.png,7.00,train,price,2,0.665
crops/price_00953.png,7.00,train,price,3,0.321
crops/price_00954.png,7.00,train,price,10,0.506
crops/price_00955.png,7.000,train,price,6,0.372
crops/price_00956.png,7.000,train,price,5,0.736
crops/price_00957.png,7.000,train,price,4,0.711
crops/price_00958.png,7.000,train,price,12,0.430
crops/price_00959.png,7.000,train,price,3,0.626
crops/price_00960.png,7.50,train,price,9,0.925
crops/price_00961.png,7.50,train,price,1,0.387
crops/price_00964.png,7.50,train,price,10,0.977
crops/price_00966.png,7.500,train,price,12,0.330
crops/price_00968.png,7.500,train,price,8,0.468
crops/price_00969.png,7.500,train,price,5,0.691
crops/price_00970.png,70,train,price,7,0.873
crops/price_00971.png,70,train,price,11,0.618
crops/price_00972.png,70,train,price,3,0.846
crops/price_00973.png,70,train,price,3,0.312
crops/price_00974.png,70,train,price,6,0.448
crops/price_00975.png,"70,00",train,price,4,0.433
crops/price_00976.png,"70,00",train,price,1,0.337
crops/price_00977.png,"70,00",train,price,6,0.371
crops/price_00978.png,"70,00",train,price,11,0.302
crops/price_00979.png,"70,00",train,price,2,0.431
crops/price_00980.png,70.00,train,price,10,0.832
crops/price_00982.png,70.00,train,price,4,0.764
crops/price_00983.png,70.00,train,price,1,0.489
crops/price_00984.png,70.00,train,price,9,0.819
crops/price_00985.png,70.000,train,price,7,0.991
crops/price_00986.png,70.000,train,price,4,0.433
crops/price_00989.png,70.000,train,price,5,0.762
crops/price_00990.png,71,train,price,1,0.799
crops/price_00992.png,71,train,price,12,0.705
crops/price_00995.png,72,train,price,12,0.470
crops/price_00996.png,72,train,price,7,0.865
crops/price_00998.png,72,train,price,11,0.977
crops/price_01003.png,73,train,price,7,0.592
crops/price_01004.png,73,train,price,0,0.936
crops/price_01007.png,74,test,price,9,0.796
crops/price_01008.png,74,test,price,1,0.331
crops/price_01015.png,"75,00",train,price,1,0.383
crops/price_01016.png,"75,00",train,price,1,0.911
crops/price_01017.png,"75,00",train,price,8,0.788
crops/price_01019.png,"75,00",train,price,5,0.987
crops/price_01021.png,75.00,test,price,12,0.847
crops/price_01024.png,75.00,test,price,0,0.354
crops/price_01025.png,75.000,train,price,7,0.760
crops/price_01026.png,75.000,train,price,7,0.799
crops/price_01027.png,75.000,train,price,1,0.338
crops/price_01028.png,75.000,train,price,4,0.819
crops/price_01030.png,76,train,price,7,0.313
crops/price_01032.png,76,train,price,12,0.319
crops/price_01033.png,76,train,price,6,0.967
crops/price_01034.png,76,train,price,2,0.972
crops/price_01040.png,78,test,price,10,0.891
crops/price_01042.png,78,test,price,6,0.928
crops/price_01046.png,79,val,price,9,0.505
crops/price_01047.png,79,val,price,11,0.970
crops/price_01049.png,79,val,price,5,0.520
crops/price_01050.png,8,train,price,0,0.417
crops/price_01052.png,8,train,price,11,0.505
crops/price_01053.png,8,train,price,6,0.742
crops/price_01054.png,8,train,price,1,0.407
crops/price_01055.png,"8,00",train,price,12,0.368
crops/price_01057.png,"8,00",train,price,1,0.543
crops/price_01058.png,"8,00",train,price,3,0.767
crops/price_01059.png,"8,00",train,price,8,0.859
crops/price_01060.png,"8,50",train,price,2,0.882
crops/price_01061.png,"8,50",train,price,11,0.768
crops/price_01064.png,"8,50",train,price,4,0.392
crops/price_01065.png,8.00,train,price,11,0.425
crops/price_01066.png,8.00,train,price,4,0.888
crops/price_01068.png,8.00,train,price,11,0.579
crops/price_01069.png,8.00,train,price,3,0.923
crops/price_01071.png,8.000,train,price,9,0.728
crops/price_01077.png,8.50,val,price,4,0.492
crops/price_01083.png,8.500,train,price,1,0.598
crops/price_01084.png,8.500,train,price,0,0.920
crops/price_01085.png,80,test,price,4,0.804
crops/price_01086.png,80,test,price,12,0.730
crops/price_01088.png,80,test,price,11,0.366
crops/price_01090.png,"80,00",train,price,8,0.679
crops/price_01092.png,"80,00",train,price,3,0.364
crops/price_01093.png,"80,00",train,price,6,0.765
crops/price_01094.png,"80,00",train,price,5,0.671
crops/price_01095.png,80.00,train,price,7,0.643
crops/price_01096.png,80.00,train,price,11,0.597
crops/price_01097.png,80.00,train,price,7,0.553
crops/price_01098.png,80.00,train,price,10,0.492
crops/price_01099.png,80.00,train,price,9,0.743
crops/price_01100.png,80.000,train,price,11,0.815
crops/price_01102.png,80.000,train,price,8,0.310
crops/price_01103.png,80.000,train,price,2,0.610
crops/price_01106.png,81,train,price,4,0.886
crops/price_01107.png,81,train,price,4,0.398
crops/price_01113.png,82,train,price,12,0.732
crops/price_01115.png,83,train,price,9,0.320
crops/price_01118.png,83,train,price,12,0.562
crops/price_01119.png,83,train,price,11,0.470
crops/price_01122.png,84,train,price,6,0.365
crops/price_01125.png,85,train,price,11,0.744
crops/price_01127.png,85,train,price,3,0.660
crops/price_01128.png,85,train,price,4,0.598
crops/price_01130.png,"85,00",val,price,4,0.542
crops/price_01133.png,"85,00",val,price,1,0.856
crops/price_01136.png,85.00,test,price,3,0.457
crops/price_01139.png,85.00,test,price,1,0.445
crops/price_01141.png,85.000,train,price,6,0.725
crops/price_01142.png,85.000,train,price,8,0.586
crops/price_01144.png,85.000,train,price,6,0.502
crops/price_01145.png,86,val,price,6,0.432
crops/price_01146.png,86,val,price,9,0.475
crops/price_01151.png,87,train,price,11,0.844
crops/price_01152.png,87,train,price,5,0.580
crops/price_01153.png,87,train,price,11,0.418
crops/price_01158.png,88,test,price,6,0.634
crops/price_01165.png,9,train,price,12,0.744
crops/price_01166.png,9,train,price,9,0.601
crops/price_01167.png,9,train,price,4,0.828
crops/price_01168.png,9,train,price,5,0.493
crops/price_01169.png,9,train,price,7,0.414
crops/price_01170.png,"9,00",train,price,3,0.845
crops/price_01171.png,"9,00",train,price,9,0.770
crops/price_01172.png,"9,00",train,price,10,0.717
crops/price_01173.png,"9,00",train,price,11,0.548
crops/price_01174.png,"9,00",train,price,10,0.864
crops/price_01175.png,"9,50",train,price,5,0.599
crops/price_01177.png,"9,50",train,price,3,0.496
crops/price_01178.png,"9,50",train,price,7,0.394
crops/price_01179.png,"9,50",train,price,1,0.607
crops/price_01180.png,9.00,train,price,5,0.934
crops/price_01181.png,9.00,train,price,4,0.723
crops/price_01182.png,9.00,train,price,8,0.561
crops/price_01183.png,9.00,train,price,11,0.353
crops/price_01184.png,9.00,train,price,9,0.755
crops/price_01185.png,9.000,train,price,10,0.531
crops/price_01186.png,9.000,train,price,9,0.506
crops/price_01187.png,9.000,train,price,8,0.620
crops/price_01189.png,9.000,train,price,10,0.446
crops/price_01190.png,9.50,train,price,6,0.318
crops/price_01191.png,9.50,train,price,1,0.978
crops/price_01192.png,9.50,train,price,11,0.997
crops/price_01194.png,9.50,train,price,3,1.000
crops/price_01195.png,9.500,train,price,0,0.399
crops/price_01196.png,9.500,train,price,5,0.732
crops/price_01198.png,9.500,train,price,0,0.922
crops/price_01200.png,90,train,price,7,0.394
crops/price_01201.png,90,train,price,9,0.768
crops/price_01203.png,90,train,price,5,0.797
crops/price_01204.png,90,train,price,9,0.815
crops/price_01205.png,"90,00",train,price,12,0.466
crops/price_01206.png,"90,00",train,price,7,0.995
crops/price_01207.png,"90,00",train,price,5,0.865
crops/price_01208.png,"90,00",train,price,10,0.318
crops/price_01209.png,"90,00",train,price,7,0.605
crops/price_01210.png,90.00,train,price,2,0.888
crops/price_01211.png,90.00,train,price,0,0.860
crops/price_01212.png,90.00,train,price,12,0.801
crops/price_01213.png,90.00,train,price,6,0.926
crops/price_01215.png,90.000,train,price,6,0.714
crops/price_01216.png,90.000,train,price,3,0.610
crops/price_01217.png,90.000,train,price,3,0.762
crops/price_01218.png,90.000,train,price,4,0.965
crops/price_01219.png,90.000,train,price,12,0.504
crops/price_01220.png,91,train,price,11,0.974
crops/price_01221.png,91,train,price,6,0.767
crops/price_01222.png,91,train,price,1,0.998
crops/price_01223.png,91,train,price,9,0.375
crops/price_01224.png,91,train,price,6,0.803
crops/price_01225.png,92,train,price,10,0.936
crops/price_01226.png,92,train,price,5,0.873
crops/price_01227.png,92,train,price,12,0.856
crops/price_01228.png,92,train,price,1,0.534
crops/price_01229.png,92,train,price,5,0.735
crops/price_01231.png,93,train,price,9,0.787
crops/price_01232.png,93,train,price,5,0.578
crops/price_01233.png,93,train,price,5,1.000
crops/price_01237.png,94,val,price,11,0.394
crops/price_01238.png,94,val,price,11,0.633
crops/price_01239.png,94,val,price,7,0.488
crops/price_01241.png,95,train,price,11,0.718
crops/price_01242.png,95,train,price,5,0.463
crops/price_01245.png,"95,00",train,price,6,0.787
crops/price_01249.png,"95,00",train,price,9,0.424
crops/price_01250.png,95.00,train,price,12,0.958
crops/price_01253.png,95.00,train,price,12,0.891
crops/price_01256.png,95.000,train,price,8,0.882
crops/price_01259.png,95.000,train,price,7,0.445
crops/price_01260.png,96,val,price,2,0.991
crops/price_01262.png,96,val,price,6,0.564
crops/price_01263.png,96,val,price,10,0.783
crops/price_01264.png,96,val,price,10,0.801
crops/price_01267.png,97,train,price,11,0.523
crops/price_01268.png,97,train,price,6,0.566
crops/price_01269.png,97,train,price,3,0.721
crops/price_01271.png,98,train,price,12,0.697
crops/price_01272.png,98,train,price,4,0.780
crops/price_01274.png,98,train,price,11,0.315
crops/price_01276.png,99,train,price,11,0.671
crops/price_01277.png,99,train,price,12,0.854
crops/price_01280.png,"99,00",train,price,7,0.472
crops/price_01281.png,"99,00",train,price,10,0.368
crops/price_01282.png,"99,00",train,price,3,0.821
crops/price_01283.png,"99,00",train,price,4,0.512
crops/price_01284.png,"99,00",train,price,10,0.629
crops/price_01285.png,99.00,val,price,6,0.631
crops/price_01286.png,99.00,val,price,0,0.979
crops/price_01287.png,99.00,val,price,2,0.378
crops/price_01288.png,99.00,val,price,9,0.988
crops/price_01289.png,99.00,val,price,0,0.643
crops/price_01290.png,99.000,val,price,10,0.356
crops/price_01291.png,99.000,val,price,6,0.325
crops/price_01292.png,99.000,val,price,5,0.803
crops/price_01293.png,99.000,val,price,8,0.927
crops/price_01294.png,99.000,val,price,12,0.361
