crop_path,text,split,field_type,style_id,bias,source,category,vocab_bucket
crops/mixed_00986.png,8.84,test,price,3,0.6,synthetic,Tea,train
crops/mixed_00149.png,13.00,train,price,8,0.842,numbers,,
crops/mixed_00491.png,"40,00",train,price,11,0.415,numbers,,
crops/mixed_01047.png,Chicken Salad,train,name,5,0.59,synthetic,Salads,train
crops/mixed_01175.png,9 TND,train,price,1,0.78,synthetic,Tea,test
crops/mixed_01031.png,Watermelon Juice,train,name,5,0.83,synthetic,Juices & Smoothies,train
crops/mixed_00863.png,91,train,price,9,0.375,numbers,,
crops/mixed_00887.png,96,train,price,10,0.801,numbers,,
crops/mixed_00007.png,"0,50",test,price,7,0.364,numbers,,
crops/mixed_01218.png,12,train,price,1,0.72,synthetic,Soft Drinks,train
crops/mixed_00091.png,11.000,train,price,1,0.364,numbers,,
crops/mixed_00184.png,14.50,train,price,5,0.724,numbers,,
crops/mixed_01282.png,9.20,train,price,6,0.4,synthetic,Pastries,train
crops/mixed_00714.png,70,val,price,6,0.448,numbers,,
crops/mixed_00099.png,11.500,train,price,11,0.944,numbers,,
crops/mixed_01159.png,Mocha,train,name,0,0.65,synthetic,Coffee,train
crops/mixed_00144.png,"13,50",train,price,5,0.828,numbers,,
crops/mixed_00677.png,68,train,price,10,0.449,numbers,,
crops/mixed_00922.png,"6,05",val,price,7,0.86,synthetic,Coffee,train
crops/mixed_00645.png,62,train,price,2,0.606,numbers,,
crops/mixed_00301.png,"20,00",train,price,3,0.820,numbers,,
crops/mixed_01212.png,Pain au Chocolat,train,name,2,0.48,synthetic,Pastries,train
crops/mixed_00665.png,65.000,val,price,6,0.415,numbers,,
crops/mixed_01177.png,Banana Bread,train,name,4,0.87,synthetic,Pastries,train
crops/mixed_00905.png,99.00,train,price,0,0.643,numbers,,
crops/mixed_01061.png,Jasmine Tea,train,name,9,0.75,synthetic,Tea,test
crops/mixed_00531.png,47,train,price,0,0.595,numbers,,
crops/mixed_00933.png,4.600,val,price,12,0.74,synthetic,Pastries,train
crops/mixed_00510.png,"45,00",test,price,7,0.910,numbers,,
crops/mixed_00390.png,3.50,test,price,7,0.363,numbers,,
crops/mixed_01032.png,Tuna Melt,train,name,9,0.64,synthetic,Sandwiches,train
crops/mixed_00654.png,65,train,price,10,0.681,numbers,,
crops/mixed_00979.png,Avocado Toast,test,name,3,0.8,synthetic,Breakfast,train
crops/mixed_00098.png,11.500,train,price,9,0.600,numbers,,
crops/mixed_00369.png,29,train,price,4,0.667,numbers,,
crops/mixed_01286.png,Espresso,train,name,4,0.48,synthetic,Coffee,test
crops/mixed_00812.png,9,train,price,12,0.744,numbers,,
crops/mixed_00128.png,12.50,train,price,5,0.560,numbers,,
crops/mixed_00678.png,68,train,price,0,0.448,numbers,,
crops/mixed_00614.png,6.50,train,price,8,0.480,numbers,,
crops/mixed_00232.png,17.000,train,price,1,0.315,numbers,,
crops/mixed_00977.png,Club Sandwich,test,name,3,0.93,synthetic,Sandwiches,val
crops/mixed_00544.png,"5,50",train,price,12,0.713,numbers,,
crops/mixed_00726.png,70.000,train,price,5,0.762,numbers,,
crops/mixed_00844.png,90,train,price,5,0.797,numbers,,
crops/mixed_00381.png,3.00,val,price,6,0.512,numbers,,
crops/mixed_00748.png,76,val,price,6,0.967,numbers,,
crops/mixed_00176.png,14.00,train,price,12,0.304,numbers,,
crops/mixed_01082.png,9.84 DT,train,price,1,0.52,synthetic,Coffee,train
crops/mixed_00772.png,8.500,train,price,1,0.598,numbers,,
crops/mixed_00880.png,95.00,train,price,12,0.958,numbers,,
crops/mixed_00188.png,15,test,price,7,0.858,numbers,,
crops/mixed_00297.png,20,val,price,6,0.722,numbers,,
crops/mixed_01269.png,Cold Brew,train,name,4,0.73,synthetic,Coffee,train
crops/mixed_00622.png,60,train,price,11,0.844,numbers,,
crops/mixed_00701.png,7.000,train,price,4,0.711,numbers,,
crops/mixed_00354.png,28,train,price,5,0.840,numbers,,
crops/mixed_00207.png,16.00,train,price,8,0.776,numbers,,
crops/mixed_00113.png,"12,50",train,price,5,0.775,numbers,,
crops/mixed_00731.png,72,train,price,11,0.977,numbers,,
crops/mixed_00729.png,72,train,price,12,0.470,numbers,,
crops/mixed_00969.png,4.51,test,price,3,0.44,synthetic,Tea,train
crops/mixed_01009.png,Chicken Salad,test,name,3,0.44,synthetic,Salads,train
crops/mixed_00757.png,8,val,price,6,0.742,numbers,,
crops/mixed_00536.png,49,train,price,4,0.654,numbers,,
crops/mixed_00364.png,28.000,val,price,6,0.835,numbers,,
crops/mixed_00537.png,49,train,price,12,0.460,numbers,,
crops/mixed_00243.png,18.00,train,price,5,0.988,numbers,,
crops/mixed_00878.png,"95,00",val,price,6,0.787,numbers,,
crops/mixed_00246.png,18.000,train,price,0,0.523,numbers,,
crops/mixed_01204.png,Lemonade,train,name,5,0.94,synthetic,Soft Drinks,val
crops/mixed_00884.png,96,train,price,2,0.991,numbers,,
crops/mixed_01119.png,2.01,train,price,1,0.58,synthetic,Breakfast,train
crops/mixed_00087.png,11.00,train,price,4,0.621,numbers,,
crops/mixed_00195.png,15.000,train,price,4,0.382,numbers,,
crops/mixed_00010.png,0.50,train,price,0,0.378,numbers,,
crops/mixed_00282.png,2.00,train,price,11,0.953,numbers,,
crops/mixed_00286.png,2.000,val,price,6,0.783,numbers,,
crops/mixed_00348.png,26,train,price,0,0.836,numbers,,
crops/mixed_00264.png,19.000,train,price,3,0.753,numbers,,
crops/mixed_00363.png,28.000,train,price,12,0.426,numbers,,
crops/mixed_01160.png,"11,23",train,price,1,0.84,synthetic,Juices & Smoothies,val
crops/mixed_00739.png,"75,00",train,price,5,0.987,numbers,,
crops/mixed_00612.png,6.000,train,price,12,0.869,numbers,,
crops/mixed_00332.png,22.000,train,price,8,0.594,numbers,,
crops/mixed_00717.png,"70,00",val,price,6,0.371,numbers,,
crops/mixed_01145.png,Turkey Sandwich,train,name,6,0.6,synthetic,Sandwiches,train
crops/mixed_00750.png,78,train,price,10,0.891,numbers,,
crops/mixed_00603.png,"6,50",train,price,2,0.871,numbers,,
crops/mixed_00891.png,98,train,price,12,0.697,numbers,,
crops/mixed_00715.png,"70,00",train,price,4,0.433,numbers,,
crops/mixed_00461.png,"4,50",train,price,8,0.532,numbers,,
crops/mixed_00837.png,9.50,train,price,11,0.997,numbers,,
crops/mixed_01255.png,"5,99",train,price,9,0.77,synthetic,Breakfast,train
crops/mixed_00251.png,19,train,price,5,0.431,numbers,,
crops/mixed_01154.png,Fruit Salad,train,name,0,0.54,synthetic,Breakfast,train
crops/mixed_00274.png,"2,00",train,price,0,0.910,numbers,,
crops/mixed_00631.png,60.00,train,price,2,0.398,numbers,,
crops/mixed_00579.png,55.00,train,price,0,0.581,numbers,,
crops/mixed_00495.png,40.00,train,price,4,0.380,numbers,,
crops/mixed_00276.png,"2,00",test,price,7,0.850,numbers,,
crops/mixed_00534.png,49,test,price,7,0.859,numbers,,
crops/mixed_00910.png,99.000,train,price,12,0.361,numbers,,
crops/mixed_00586.png,56,train,price,12,0.409,numbers,,
crops/mixed_00470.png,4.000,train,price,0,0.384,numbers,,
crops/mixed_00370.png,3,train,price,12,0.717,numbers,,
crops/mixed_00443.png,37,train,price,9,0.864,numbers,,
crops/mixed_00108.png,"12,00",train,price,5,0.357,numbers,,
crops/mixed_00650.png,64,train,price,5,0.404,numbers,,
crops/mixed_00012.png,0.500,train,price,1,0.537,numbers,,
crops/mixed_00349.png,27,train,price,11,0.816,numbers,,
crops/mixed_00990.png,10.950 DT,test,price,10,0.93,synthetic,Soft Drinks,val
crops/mixed_01241.png,Creme Brulee,train,name,5,0.62,synthetic,Desserts,train
crops/mixed_00379.png,"3,50",train,price,4,0.937,numbers,,
crops/mixed_00615.png,6.50,train,price,3,0.510,numbers,,
crops/mixed_00355.png,"28,00",train,price,11,0.675,numbers,,
crops/mixed_00123.png,12.000,train,price,10,0.428,numbers,,
crops/mixed_01155.png,Tuna Melt,train,name,4,0.54,synthetic,Sandwiches,train
crops/mixed_00104.png,12,train,price,5,0.882,numbers,,
crops/mixed_00248.png,18.000,train,price,3,0.982,numbers,,
crops/mixed_00732.png,73,test,price,7,0.592,numbers,,
crops/mixed_00406.png,30.00,train,price,1,0.303,numbers,,
crops/mixed_00384.png,3.00,val,price,6,0.456,numbers,,
crops/mixed_00319.png,22,train,price,11,0.709,numbers,,
crops/mixed_00026.png,"1,50",train,price,4,0.411,numbers,,
crops/mixed_01276.png,Almond Tart,train,name,0,0.52,synthetic,Pastries,train
crops/mixed_01266.png,Ice Cream Scoop,train,name,0,0.77,synthetic,Desserts,train
crops/mixed_01024.png,Chocolate Cake,test,name,10,0.42,synthetic,Desserts,test
crops/mixed_01001.png,Almond Tart,test,name,3,0.43,synthetic,Pastries,train
crops/mixed_00171.png,"14,50",train,price,12,0.624,numbers,,
crops/mixed_00377.png,"3,50",train,price,12,0.343,numbers,,
crops/mixed_01135.png,Tuna Salad,train,name,2,0.44,synthetic,Salads,train
crops/mixed_00753.png,79,train,price,11,0.970,numbers,,
crops/mixed_01158.png,Lemonade,train,name,4,0.82,synthetic,Soft Drinks,val
crops/mixed_01234.png,"11,23",train,price,5,0.93,synthetic,Juices & Smoothies,val
crops/mixed_00129.png,12.500,test,price,7,0.662,numbers,,
crops/mixed_01105.png,Iced Tea,train,name,4,0.8,synthetic,Tea,train
crops/mixed_00661.png,"65,00",train,price,8,0.632,numbers,,
crops/mixed_00647.png,63,train,price,8,0.467,numbers,,
crops/mixed_00906.png,99.000,train,price,10,0.356,numbers,,
crops/mixed_00782.png,80.00,train,price,11,0.597,numbers,,
crops/mixed_00031.png,1.00,train,price,8,0.516,numbers,,
crops/mixed_00041.png,1.500,train,price,2,0.631,numbers,,
crops/mixed_00984.png,7,test,price,3,0.5,synthetic,Desserts,train
crops/mixed_01147.png,Turkey Sandwich,train,name,1,0.88,synthetic,Sandwiches,train
crops/mixed_00851.png,90.00,train,price,2,0.888,numbers,,
crops/mixed_00053.png,"10,50",train,price,12,0.666,numbers,,
crops/mixed_01221.png,"6,05",train,price,5,0.46,synthetic,Coffee,train
crops/mixed_00019.png,"1,00",train,price,5,0.954,numbers,,
crops/mixed_00856.png,90.000,train,price,3,0.610,numbers,,
crops/mixed_00083.png,"11,50",train,price,0,0.851,numbers,,
crops/mixed_00258.png,"19,00",train,price,2,0.733,numbers,,
crops/mixed_00431.png,35.00,train,price,0,0.765,numbers,,
crops/mixed_00284.png,2.00,train,price,4,0.552,numbers,,
crops/mixed_01081.png,"11,13",train,price,4,0.86,synthetic,Pastries,train
crops/mixed_00345.png,25.000,train,price,1,0.484,numbers,,
crops/mixed_00780.png,"80,00",train,price,5,0.671,numbers,,
crops/mixed_00465.png,4.00,train,price,3,0.809,numbers,,
crops/mixed_00216.png,17,train,price,1,0.658,numbers,,
crops/mixed_00335.png,23,train,price,4,0.898,numbers,,
crops/mixed_00771.png,8.50,train,price,4,0.492,numbers,,
crops/mixed_00266.png,19.000,test,price,7,0.476,numbers,,
crops/mixed_00712.png,70,train,price,3,0.846,numbers,,
crops/mixed_00472.png,4.000,train,price,5,0.414,numbers,,
crops/mixed_01107.png,Avocado Toast,train,name,4,0.43,synthetic,Breakfast,train
crops/mixed_01173.png,11.100,train,price,1,0.47,synthetic,Tea,test
crops/mixed_00085.png,11.00,train,price,2,0.310,numbers,,
crops/mixed_00756.png,8,train,price,11,0.505,numbers,,
crops/mixed_00577.png,"55,00",train,price,2,0.354,numbers,,
crops/mixed_00606.png,6.00,train,price,11,0.513,numbers,,
crops/mixed_00403.png,"30,00",train,price,3,0.560,numbers,,
crops/mixed_00027.png,1.00,train,price,0,0.762,numbers,,
crops/mixed_01172.png,"7,08",train,price,1,0.5,synthetic,Sandwiches,train
crops/mixed_01251.png,10.65,train,price,0,0.66,synthetic,Pastries,train
crops/mixed_00478.png,4.50,train,price,0,0.842,numbers,,
crops/mixed_00169.png,"14,00",train,price,3,0.818,numbers,,
crops/mixed_00414.png,31,train,price,12,0.511,numbers,,
crops/mixed_00344.png,25.000,train,price,11,0.711,numbers,,
crops/mixed_00932.png,Greek Salad,val,name,12,0.62,synthetic,Salads,test
crops/mixed_00029.png,1.00,val,price,6,0.724,numbers,,
crops/mixed_01124.png,Panna Cotta,train,name,1,0.93,synthetic,Desserts,val
crops/mixed_00279.png,"2,50",train,price,5,0.604,numbers,,
crops/mixed_00708.png,7.500,train,price,8,0.468,numbers,,
crops/mixed_00499.png,41,val,price,6,0.467,numbers,,
crops/mixed_00225.png,"17,00",train,price,11,0.930,numbers,,
crops/mixed_00617.png,6.50,test,price,7,0.358,numbers,,
crops/mixed_00559.png,50.00,train,price,9,0.388,numbers,,
crops/mixed_00802.png,85.00,train,price,1,0.445,numbers,,
crops/mixed_01230.png,Herbal Infusion,train,name,8,0.8,synthetic,Tea,train
crops/mixed_00399.png,30,train,price,11,0.503,numbers,,
crops/mixed_00305.png,"20,00",train,price,2,0.709,numbers,,
crops/mixed_00360.png,28.00,train,price,8,0.820,numbers,,
crops/mixed_00488.png,"40,00",train,price,1,0.649,numbers,,
crops/mixed_01077.png,10,train,price,6,0.64,synthetic,Coffee,train
crops/mixed_00721.png,70.00,train,price,4,0.764,numbers,,
crops/mixed_00020.png,"1,00",test,price,7,0.735,numbers,,
crops/mixed_00598.png,"6,00",train,price,3,0.419,numbers,,
crops/mixed_00398.png,30,train,price,4,0.668,numbers,,
crops/mixed_00773.png,8.500,train,price,0,0.920,numbers,,
crops/mixed_00211.png,16.000,train,price,3,0.687,numbers,,
crops/mixed_00063.png,10.000,test,price,7,0.917,numbers,,
crops/mixed_00425.png,34,train,price,10,0.613,numbers,,
crops/mixed_00477.png,4.50,train,price,2,0.900,numbers,,
crops/mixed_00555.png,50,train,price,4,0.943,numbers,,
crops/mixed_00838.png,9.50,train,price,3,1.000,numbers,,
crops/mixed_00417.png,31,train,price,5,0.646,numbers,,
crops/mixed_00723.png,70.00,train,price,9,0.819,numbers,,
crops/mixed_01215.png,Iced Chocolate,train,name,4,0.89,synthetic,Soft Drinks,train
crops/mixed_00219.png,17,train,price,2,0.560,numbers,,
crops/mixed_00156.png,13.000,val,price,6,0.757,numbers,,
crops/mixed_01078.png,Ristretto,train,name,2,0.61,synthetic,Coffee,train
crops/mixed_00236.png,18,train,price,12,0.997,numbers,,
crops/mixed_01069.png,French Toast,train,name,8,0.41,synthetic,Breakfast,test
crops/mixed_01138.png,Green Detox,train,name,0,0.64,synthetic,Juices & Smoothies,val
crops/mixed_00082.png,"11,50",train,price,8,0.931,numbers,,
crops/mixed_00553.png,50,train,price,1,0.909,numbers,,
crops/mixed_01002.png,Mango Smoothie,test,name,10,0.4,synthetic,Juices & Smoothies,train
crops/mixed_00800.png,"85,00",train,price,1,0.856,numbers,,
crops/mixed_01203.png,Carrot Ginger,train,name,11,0.65,synthetic,Juices & Smoothies,train
crops/mixed_00079.png,"11,00",train,price,1,0.853,numbers,,
crops/mixed_00450.png,39,val,price,6,0.827,numbers,,
crops/mixed_00281.png,2.00,train,price,3,0.726,numbers,,
crops/mixed_00641.png,61,train,price,3,0.793,numbers,,
crops/mixed_00496.png,40.000,train,price,12,0.835,numbers,,
crops/mixed_00533.png,48,train,price,12,0.549,numbers,,
crops/mixed_00936.png,Granola Bowl,val,name,12,0.47,synthetic,Breakfast,train
crops/mixed_00923.png,Flat White,val,name,7,0.76,synthetic,Coffee,train
crops/mixed_00253.png,19,train,price,12,0.700,numbers,,
crops/mixed_00265.png,19.000,train,price,9,0.861,numbers,,
crops/mixed_01117.png,6.34,train,price,5,0.71,synthetic,Pastries,train
crops/mixed_01231.png,5.03,train,price,0,0.92,synthetic,Coffee,train
crops/mixed_00162.png,13.500,train,price,9,0.455,numbers,,
crops/mixed_00456.png,4,train,price,11,0.751,numbers,,
crops/mixed_00763.png,"8,50",train,price,2,0.882,numbers,,
crops/mixed_00436.png,35.000,train,price,5,0.868,numbers,,
crops/mixed_00516.png,45.00,train,price,5,0.963,numbers,,
crops/mixed_00627.png,"60,00",val,price,6,0.647,numbers,,
crops/mixed_00453.png,4,train,price,8,0.881,numbers,,
crops/mixed_00324.png,"22,00",train,price,5,0.464,numbers,,
crops/mixed_00609.png,6.000,train,price,12,0.625,numbers,,
crops/mixed_00572.png,54,train,price,2,0.529,numbers,,
crops/mixed_01051.png,Ristretto,train,name,1,0.73,synthetic,Coffee,train
crops/mixed_01095.png,7.960,train,price,1,0.79,synthetic,Salads,test
crops/mixed_00705.png,7.50,train,price,1,0.387,numbers,,
crops/mixed_00136.png,13,train,price,10,0.448,numbers,,
crops/mixed_00467.png,4.00,train,price,1,0.305,numbers,,
crops/mixed_01041.png,DESSERTS,train,header,1,0.63,synthetic,Desserts,train
crops/mixed_01168.png,Ristretto,train,name,0,0.55,synthetic,Coffee,train
crops/mixed_01072.png,Lentil Salad,train,name,1,0.47,synthetic,Salads,train
crops/mixed_01297.png,Chamomile,train,name,1,0.55,synthetic,Tea,val
crops/mixed_00475.png,4.50,train,price,8,0.799,numbers,,
crops/mixed_00530.png,47,train,price,0,0.641,numbers,,
crops/mixed_00180.png,14.000,train,price,9,0.984,numbers,,
crops/mixed_01186.png,Turkish Coffee,train,name,9,0.89,synthetic,Coffee,train
crops/mixed_01207.png,Still Water,train,name,2,0.58,synthetic,Soft Drinks,test
crops/mixed_00987.png,Chicken Salad,test,name,10,0.45,synthetic,Salads,train
crops/mixed_00005.png,"0,50",val,price,6,0.487,numbers,,
crops/mixed_00671.png,66,train,price,4,0.552,numbers,,
crops/mixed_01121.png,Panna Cotta,train,name,4,0.48,synthetic,Desserts,val
crops/mixed_00249.png,18.000,test,price,7,0.408,numbers,,
crops/mixed_00506.png,45,val,price,6,0.426,numbers,,
crops/mixed_01245.png,10.030,train,price,1,0.87,synthetic,Sandwiches,train
crops/mixed_01237.png,Cafe au Lait,train,name,8,0.83,synthetic,Coffee,test
crops/mixed_00199.png,16,train,price,4,0.912,numbers,,
crops/mixed_00589.png,57,val,price,6,0.815,numbers,,
crops/mixed_00424.png,34,train,price,0,0.741,numbers,,
crops/mixed_01242.png,Latte,train,name,1,0.59,synthetic,Coffee,test
crops/mixed_00999.png,Avocado Toast,test,name,3,0.69,synthetic,Breakfast,train
crops/mixed_00625.png,"60,00",train,price,11,0.597,numbers,,
crops/mixed_00486.png,40,train,price,11,0.948,numbers,,
crops/mixed_00982.png,Still Water,test,name,10,0.59,synthetic,Soft Drinks,test
crops/mixed_00047.png,"10,00",train,price,5,0.427,numbers,,
crops/mixed_00874.png,94,train,price,11,0.633,numbers,,
crops/mixed_00150.png,13.00,train,price,8,0.564,numbers,,
crops/mixed_00203.png,"16,00",train,price,11,0.981,numbers,,
crops/mixed_00230.png,17.000,train,price,11,0.788,numbers,,
crops/mixed_01046.png,7,train,price,8,0.52,synthetic,Juices & Smoothies,train
crops/mixed_00688.png,"7,00",train,price,2,0.971,numbers,,
crops/mixed_00240.png,"18,00",train,price,12,0.747,numbers,,
crops/mixed_00095.png,11.50,train,price,0,0.426,numbers,,
crops/mixed_00343.png,25.000,train,price,10,0.970,numbers,,
crops/mixed_00634.png,60.000,test,price,7,0.503,numbers,,
crops/mixed_00648.png,63,val,price,6,0.929,numbers,,
crops/mixed_00527.png,46,train,price,10,0.469,numbers,,
crops/mixed_00290.png,2.000,train,price,2,0.887,numbers,,
crops/mixed_00086.png,11.00,test,price,7,0.614,numbers,,
crops/mixed_00674.png,67,val,price,6,0.900,numbers,,
crops/mixed_00173.png,14.00,train,price,8,0.918,numbers,,
crops/mixed_00813.png,9,train,price,9,0.601,numbers,,
crops/mixed_00991.png,Orange Juice,test,name,10,0.89,synthetic,Juices & Smoothies,train
crops/mixed_00691.png,"7,50",test,price,7,0.744,numbers,,
crops/mixed_00935.png,Carrot Ginger,val,name,7,0.88,synthetic,Juices & Smoothies,train
crops/mixed_01274.png,Smoked Salmon Bagel,train,name,4,0.94,synthetic,Breakfast,train
crops/mixed_01239.png,"11,67",train,price,5,0.78,synthetic,Pastries,train
crops/mixed_00329.png,22.00,train,price,1,0.452,numbers,,
crops/mixed_00670.png,66,train,price,12,0.803,numbers,,
crops/mixed_00621.png,60,train,price,9,0.389,numbers,,
crops/mixed_00593.png,6,train,price,11,0.885,numbers,,
crops/mixed_00901.png,99.00,val,price,6,0.631,numbers,,
crops/mixed_00892.png,98,train,price,4,0.780,numbers,,
crops/mixed_00293.png,2.50,train,price,1,0.368,numbers,,
crops/mixed_00311.png,20.000,train,price,0,0.739,numbers,,
crops/mixed_00000.png,0,train,price,10,0.378,numbers,,
crops/mixed_00561.png,50.00,train,price,5,0.979,numbers,,
crops/mixed_00415.png,31,train,price,12,0.986,numbers,,
crops/mixed_00308.png,20.00,test,price,7,0.998,numbers,,
crops/mixed_00582.png,55.000,train,price,1,0.535,numbers,,
crops/mixed_00630.png,60.00,train,price,3,0.629,numbers,,
crops/mixed_01290.png,Strawberry Smoothie,train,name,8,0.75,synthetic,Juices & Smoothies,train
crops/mixed_00766.png,8.00,train,price,11,0.425,numbers,,
crops/mixed_00693.png,"7,50",train,price,1,0.399,numbers,,
crops/mixed_01045.png,"9,56",train,price,2,0.77,synthetic,Coffee,train
crops/mixed_00792.png,83,train,price,9,0.320,numbers,,
crops/mixed_00430.png,"35,00",train,price,4,0.413,numbers,,
crops/mixed_00196.png,15.000,train,price,8,0.654,numbers,,
crops/mixed_00983.png,Iced Tea,test,name,3,0.92,synthetic,Tea,train
crops/mixed_00966.png,6.940,val,price,12,0.61,synthetic,Breakfast,train
crops/mixed_00302.png,"20,00",val,price,6,0.970,numbers,,
crops/mixed_00713.png,70,train,price,3,0.312,numbers,,
crops/mixed_00412.png,30.000,train,price,1,0.619,numbers,,
crops/mixed_01224.png,10.140,train,price,11,0.45,synthetic,Salads,test
crops/mixed_00418.png,31,test,price,7,0.672,numbers,,
crops/mixed_00889.png,97,val,price,6,0.566,numbers,,
crops/mixed_00316.png,21,train,price,3,0.589,numbers,,
crops/mixed_00519.png,45.000,train,price,10,0.722,numbers,,
crops/mixed_01005.png,12,test,price,3,0.63,synthetic,Soft Drinks,train
crops/mixed_00737.png,"75,00",train,price,1,0.911,numbers,,
crops/mixed_00127.png,12.50,train,price,4,0.748,numbers,,
crops/mixed_00963.png,Affogato,val,name,12,0.63,synthetic,Coffee,train
crops/mixed_00816.png,9,test,price,7,0.414,numbers,,
crops/mixed_01176.png,Veggie Wrap,train,name,6,0.95,synthetic,Sandwiches,train
crops/mixed_00680.png,69,train,price,3,0.544,numbers,,
crops/mixed_00839.png,9.500,train,price,0,0.399,numbers,,
crops/mixed_00372.png,"3,00",train,price,9,0.949,numbers,,
crops/mixed_01084.png,Cheesecake,train,name,6,0.69,synthetic,Desserts,val
crops/mixed_00686.png,"7,00",train,price,0,0.958,numbers,,
crops/mixed_00872.png,93,train,price,5,1.000,numbers,,
crops/mixed_00920.png,9.05 dt,val,price,7,0.8,synthetic,Juices & Smoothies,train
crops/mixed_00736.png,"75,00",train,price,1,0.383,numbers,,
crops/mixed_00944.png,"7,08",val,price,12,0.61,synthetic,Sandwiches,train
crops/mixed_00551.png,5.50,train,price,4,0.698,numbers,,
crops/mixed_00532.png,48,train,price,2,0.880,numbers,,
crops/mixed_01151.png,7.050,train,price,2,0.57,synthetic,Coffee,train
crops/mixed_00896.png,"99,00",test,price,7,0.472,numbers,,
crops/mixed_01089.png,5.03,train,price,5,0.89,synthetic,Coffee,train
crops/mixed_01235.png,Cinnamon Roll,train,name,0,0.56,synthetic,Pastries,train
crops/mixed_00260.png,19.00,train,price,12,0.878,numbers,,
crops/mixed_00194.png,15.00,train,price,5,0.892,numbers,,
crops/mixed_00590.png,58,val,price,6,0.794,numbers,,
crops/mixed_00828.png,9.00,train,price,8,0.561,numbers,,
crops/mixed_00523.png,45.000,train,price,5,0.478,numbers,,
crops/mixed_00620.png,6.500,train,price,5,0.963,numbers,,
crops/mixed_00446.png,37,train,price,2,0.571,numbers,,
crops/mixed_01012.png,"5,10 dt",test,price,10,0.48,synthetic,Tea,val
crops/mixed_00805.png,85.000,val,price,6,0.502,numbers,,
crops/mixed_00746.png,76,test,price,7,0.313,numbers,,
crops/mixed_00353.png,28,train,price,0,0.417,numbers,,
crops/mixed_00444.png,37,train,price,3,0.805,numbers,,
crops/mixed_00610.png,6.000,train,price,3,0.316,numbers,,
crops/mixed_00111.png,"12,00",train,price,1,0.507,numbers,,
crops/mixed_00857.png,90.000,train,price,3,0.762,numbers,,
crops/mixed_00989.png,"5,99",test,price,10,0.41,synthetic,Breakfast,train
crops/mixed_00594.png,6,train,price,8,0.589,numbers,,
crops/mixed_00182.png,14.50,train,price,12,0.874,numbers,,
crops/mixed_01017.png,Watermelon Juice,test,name,3,0.77,synthetic,Juices & Smoothies,train
crops/mixed_00028.png,1.00,train,price,5,0.957,numbers,,
crops/mixed_00339.png,25,train,price,12,0.470,numbers,,
crops/mixed_00695.png,7.00,train,price,2,0.762,numbers,,
crops/mixed_00521.png,45.000,test,price,7,0.669,numbers,,
crops/mixed_00359.png,28.00,train,price,1,0.640,numbers,,
crops/mixed_00930.png,Strawberry Smoothie,val,name,12,0.42,synthetic,Juices & Smoothies,train
crops/mixed_00791.png,82,train,price,12,0.732,numbers,,
crops/mixed_00071.png,10.500,train,price,9,0.778,numbers,,
crops/mixed_01201.png,7.490,train,price,11,0.74,synthetic,Pastries,train
crops/mixed_00336.png,23,train,price,11,0.461,numbers,,
crops/mixed_00408.png,30.00,train,price,2,0.410,numbers,,
crops/mixed_00197.png,15.000,train,price,0,0.492,numbers,,
crops/mixed_00675.png,67,test,price,7,0.484,numbers,,
crops/mixed_00024.png,"1,50",train,price,12,0.392,numbers,,
crops/mixed_01170.png,11,train,price,9,0.48,synthetic,Tea,train
crops/mixed_00233.png,17.000,train,price,0,0.418,numbers,,
crops/mixed_00814.png,9,train,price,4,0.828,numbers,,
crops/mixed_00840.png,9.500,train,price,5,0.732,numbers,,
crops/mixed_00312.png,20.000,train,price,10,0.872,numbers,,
crops/mixed_00358.png,"28,00",train,price,12,0.734,numbers,,
crops/mixed_01113.png,12 TND,train,price,11,0.91,synthetic,Salads,train
crops/mixed_00967.png,Turkish Coffee,val,name,7,0.86,synthetic,Coffee,train
crops/mixed_00204.png,"16,00",train,price,4,0.526,numbers,,
crops/mixed_00227.png,17.00,train,price,8,0.393,numbers,,
crops/mixed_01036.png,3.91,train,price,4,0.88,synthetic,Breakfast,train
crops/mixed_01148.png,Club Sandwich,train,name,9,0.64,synthetic,Sandwiches,val
crops/mixed_00391.png,3.50,train,price,9,0.910,numbers,,
crops/mixed_01085.png,Iced Latte,train,name,5,0.57,synthetic,Coffee,train
crops/mixed_00718.png,"70,00",train,price,11,0.302,numbers,,
crops/mixed_00806.png,86,val,price,6,0.432,numbers,,
crops/mixed_01240.png,4.900,train,price,11,0.78,synthetic,Desserts,test
crops/mixed_00273.png,2,train,price,0,0.906,numbers,,
crops/mixed_00254.png,19,train,price,0,0.596,numbers,,
crops/mixed_00752.png,79,train,price,9,0.505,numbers,,
crops/mixed_01014.png,Lemon Mint,test,name,10,0.56,synthetic,Juices & Smoothies,train
crops/mixed_01057.png,Cola,train,name,1,0.68,synthetic,Soft Drinks,train
crops/mixed_00421.png,33,train,price,0,0.985,numbers,,
crops/mixed_00801.png,85.00,train,price,3,0.457,numbers,,
crops/mixed_01062.png,quinoa Salad,train,name,4,0.41,synthetic,Salads,train
crops/mixed_00754.png,79,train,price,5,0.520,numbers,,
crops/mixed_00183.png,14.50,train,price,5,0.569,numbers,,
crops/mixed_00025.png,"1,50",train,price,8,0.325,numbers,,
crops/mixed_00422.png,33,train,price,12,0.706,numbers,,
crops/mixed_00181.png,14.50,train,price,0,0.947,numbers,,
