crop_path,text,split,field_type,style_id,bias,category,vocab_bucket
crops\price_00998.png,"5,10 dt",train,price,1,0.74,Tea,val
crops\price_00999.png,"5,10 dt",train,price,0,0.49,Tea,val
crops\price_01000.png,"5,10 dt",train,price,11,0.9,Tea,val
crops\price_01001.png,"5,10 dt",train,price,6,0.47,Tea,val
crops\price_01002.png,"5,10 dt",train,price,1,0.77,Tea,val
crops\price_01003.png,"5,10 dt",val,price,12,0.58,Tea,val
crops\price_01004.png,"5,10 dt",train,price,11,0.84,Tea,val
crops\price_01005.png,"5,10 dt",test,price,3,0.82,Tea,val
crops\price_01006.png,"5,10 dt",test,price,10,0.48,Tea,val
crops\price_01007.png,"5,10 dt",train,price,11,0.79,Tea,val
crops\price_01008.png,"5,10 dt",train,price,9,0.89,Tea,val
crops\price_01009.png,"5,10 dt",train,price,4,0.58,Tea,val
crops\price_01010.png,"5,10 dt",val,price,12,0.79,Tea,val
crops\price_01011.png,"5,10 dt",train,price,6,0.93,Tea,val
crops\name_01012.png,Jasmine Tea,train,name,6,0.5,Tea,test
crops\name_01013.png,Jasmine Tea,train,name,9,0.6,Tea,test
crops\name_01014.png,Jasmine Tea,train,name,9,0.53,Tea,test
crops\name_01015.png,Jasmine Tea,train,name,1,0.41,Tea,test
crops\name_01016.png,Jasmine Tea,train,name,5,0.4,Tea,test
crops\name_01017.png,Jasmine Tea,train,name,0,0.85,Tea,test
crops\name_01018.png,Jasmine Tea,train,name,6,0.69,Tea,test
crops\name_01019.png,Jasmine Tea,test,name,3,0.81,Tea,test
crops\name_01020.png,Jasmine Tea,val,name,7,0.54,Tea,test
crops\name_01021.png,Jasmine Tea,train,name,0,0.61,Tea,test
crops\name_01022.png,Jasmine Tea,train,name,2,0.78,Tea,test
crops\name_01023.png,Jasmine Tea,test,name,10,0.88,Tea,test
crops\name_01024.png,Jasmine Tea,train,name,5,0.9,Tea,test
crops\name_01025.png,Jasmine Tea,train,name,1,0.72,Tea,test
crops\name_01026.png,Jasmine Tea,train,name,9,0.75,Tea,test
crops\name_01027.png,Jasmine Tea,train,name,9,0.64,Tea,test
crops\name_01028.png,Jasmine Tea,train,name,6,0.83,Tea,test
crops\name_01029.png,Jasmine Tea,train,name,11,0.82,Tea,test
crops\name_01030.png,Jasmine Tea,train,name,6,0.45,Tea,test
crops\name_01031.png,Jasmine Tea,train,name,0,0.89,Tea,test
crops\name_01032.png,Jasmine Tea,train,name,2,0.62,Tea,test
crops\name_01033.png,Jasmine Tea,train,name,11,0.95,Tea,test
crops\name_01034.png,Jasmine Tea,train,name,8,0.87,Tea,test
crops\price_01035.png,9 TND,test,price,10,0.62,Tea,test
crops\price_01036.png,9 TND,train,price,6,0.65,Tea,test
crops\price_01037.png,9 TND,train,price,8,0.52,Tea,test
crops\price_01038.png,9 TND,test,price,10,0.49,Tea,test
crops\price_01039.png,9 TND,test,price,3,0.94,Tea,test
crops\price_01040.png,9 TND,test,price,10,0.77,Tea,test
crops\price_01041.png,9 TND,train,price,5,0.71,Tea,test
crops\price_01042.png,9 TND,train,price,11,0.91,Tea,test
crops\price_01043.png,9 TND,train,price,5,0.82,Tea,test
crops\price_01044.png,9 TND,train,price,0,0.85,Tea,test
crops\price_01045.png,9 TND,train,price,5,0.83,Tea,test
crops\price_01046.png,9 TND,train,price,9,0.91,Tea,test
crops\price_01047.png,9 TND,test,price,3,0.7,Tea,test
crops\price_01048.png,9 TND,train,price,5,0.61,Tea,test
crops\price_01049.png,9 TND,train,price,8,0.89,Tea,test
crops\price_01050.png,9 TND,val,price,7,0.56,Tea,test
crops\price_01051.png,9 TND,train,price,4,0.7,Tea,test
crops\price_01052.png,9 TND,train,price,1,0.78,Tea,test
crops\price_01053.png,9 TND,val,price,7,0.74,Tea,test
crops\price_01054.png,9 TND,train,price,4,0.4,Tea,test
crops\price_01055.png,9 TND,train,price,11,0.44,Tea,test
crops\price_01056.png,9 TND,test,price,10,0.49,Tea,test
crops\price_01057.png,9 TND,train,price,5,0.71,Tea,test
crops\name_01058.png,Herbal Infusion,train,name,0,0.85,Tea,train
crops\name_01059.png,Herbal Infusion,train,name,8,0.81,Tea,train
crops\name_01060.png,Herbal Infusion,train,name,2,0.52,Tea,train
crops\name_01061.png,Herbal Infusion,test,name,10,0.89,Tea,train
crops\name_01062.png,Herbal Infusion,train,name,0,0.7,Tea,train
crops\name_01063.png,Herbal Infusion,test,name,10,0.46,Tea,train
crops\name_01064.png,Herbal Infusion,train,name,5,0.76,Tea,train
crops\name_01065.png,Herbal Infusion,val,name,7,0.91,Tea,train
crops\name_01066.png,Herbal Infusion,train,name,6,0.57,Tea,train
crops\name_01067.png,Herbal Infusion,train,name,8,0.8,Tea,train
crops\name_01068.png,Herbal Infusion,train,name,5,0.91,Tea,train
crops\name_01069.png,Herbal Infusion,train,name,11,0.45,Tea,train
crops\name_01070.png,Herbal Infusion,train,name,9,0.42,Tea,train
crops\name_01071.png,Herbal Infusion,train,name,5,0.42,Tea,train
crops\name_01072.png,Herbal Infusion,test,name,3,0.69,Tea,train
crops\name_01073.png,Herbal Infusion,test,name,10,0.58,Tea,train
crops\name_01074.png,Herbal Infusion,train,name,1,0.53,Tea,train
crops\name_01075.png,Herbal Infusion,train,name,8,0.44,Tea,train
crops\name_01076.png,Herbal Infusion,train,name,2,0.87,Tea,train
crops\name_01077.png,Herbal Infusion,train,name,0,0.84,Tea,train
crops\name_01078.png,Herbal Infusion,test,name,10,0.41,Tea,train
crops\name_01079.png,Herbal Infusion,train,name,1,0.91,Tea,train
crops\name_01080.png,Herbal Infusion,train,name,2,0.51,Tea,train
crops\price_01081.png,11,train,price,5,0.66,Tea,train
crops\price_01082.png,11,train,price,2,0.86,Tea,train
crops\price_01083.png,11,train,price,2,0.75,Tea,train
crops\price_01084.png,11,train,price,8,0.6,Tea,train
crops\price_01085.png,11,test,price,10,0.7,Tea,train
crops\price_01086.png,11,val,price,12,0.62,Tea,train
crops\price_01087.png,11,test,price,10,0.63,Tea,train
crops\price_01088.png,11,train,price,6,0.51,Tea,train
crops\price_01089.png,11,train,price,6,0.64,Tea,train
crops\price_01090.png,11,test,price,3,0.61,Tea,train
crops\price_01091.png,11,val,price,7,0.68,Tea,train
crops\price_01092.png,11,test,price,3,0.46,Tea,train
crops\price_01093.png,11,train,price,8,0.66,Tea,train
crops\price_01094.png,11,train,price,2,0.58,Tea,train
crops\price_01095.png,11,train,price,5,0.75,Tea,train
crops\price_01096.png,11,test,price,3,0.93,Tea,train
crops\price_01097.png,11,train,price,0,0.8,Tea,train
crops\price_01098.png,11,val,price,12,0.86,Tea,train
crops\price_01099.png,11,train,price,5,0.69,Tea,train
crops\price_01100.png,11,train,price,11,0.64,Tea,train
crops\price_01101.png,11,val,price,12,0.86,Tea,train
crops\price_01102.png,11,train,price,9,0.48,Tea,train
crops\price_01103.png,11,val,price,12,0.65,Tea,train
crops\name_01104.png,Chai Latte,train,name,9,0.45,Tea,train
crops\name_01105.png,Chai Latte,test,name,10,0.88,Tea,train
crops\name_01106.png,Chai Latte,test,name,10,0.53,Tea,train
crops\name_01107.png,Chai Latte,train,name,11,0.89,Tea,train
crops\name_01108.png,Chai Latte,val,name,7,0.49,Tea,train
crops\name_01109.png,Chai Latte,train,name,5,0.76,Tea,train
crops\name_01110.png,Chai Latte,train,name,2,0.88,Tea,train
crops\name_01111.png,Chai Latte,train,name,1,0.51,Tea,train
crops\name_01112.png,Chai Latte,test,name,10,0.43,Tea,train
crops\name_01113.png,Chai Latte,train,name,9,0.93,Tea,train
crops\name_01114.png,Chai Latte,train,name,11,0.55,Tea,train
crops\name_01115.png,Chai Latte,train,name,6,0.95,Tea,train
crops\name_01116.png,Chai Latte,test,name,10,0.85,Tea,train
crops\name_01117.png,Chai Latte,train,name,5,0.76,Tea,train
crops\name_01118.png,Chai Latte,train,name,2,0.46,Tea,train
crops\name_01119.png,Chai Latte,train,name,9,0.53,Tea,train
crops\name_01120.png,Chai Latte,val,name,7,0.42,Tea,train
crops\name_01121.png,Chai Latte,train,name,9,0.76,Tea,train
crops\name_01122.png,Chai Latte,train,name,8,0.64,Tea,train
crops\name_01123.png,Chai Latte,train,name,1,0.86,Tea,train
crops\name_01124.png,Chai Latte,train,name,2,0.76,Tea,train
crops\name_01125.png,Chai Latte,train,name,2,0.67,Tea,train
crops\name_01126.png,Chai Latte,train,name,8,0.52,Tea,train
crops\price_01127.png,8.84,train,price,4,0.86,Tea,train
crops\price_01128.png,8.84,train,price,6,0.6,Tea,train
crops\price_01129.png,8.84,test,price,10,0.7,Tea,train
crops\price_01130.png,8.84,train,price,6,0.86,Tea,train
crops\price_01131.png,8.84,train,price,11,0.94,Tea,train
crops\price_01132.png,8.84,test,price,3,0.41,Tea,train
crops\price_01133.png,8.84,train,price,2,0.82,Tea,train
crops\price_01134.png,8.84,test,price,3,0.6,Tea,train
crops\price_01135.png,8.84,train,price,1,0.56,Tea,train
crops\price_01136.png,8.84,test,price,3,0.76,Tea,train
crops\price_01137.png,8.84,val,price,7,0.94,Tea,train
crops\price_01138.png,8.84,val,price,12,0.58,Tea,train
crops\price_01139.png,8.84,val,price,12,0.59,Tea,train
crops\price_01140.png,8.84,test,price,10,0.46,Tea,train
crops\price_01141.png,8.84,val,price,12,0.74,Tea,train
crops\price_01142.png,8.84,test,price,3,0.88,Tea,train
crops\price_01143.png,8.84,train,price,4,0.63,Tea,train
crops\price_01144.png,8.84,train,price,5,0.51,Tea,train
crops\price_01145.png,8.84,train,price,2,0.47,Tea,train
crops\price_01146.png,8.84,train,price,4,0.5,Tea,train
crops\price_01147.png,8.84,val,price,12,0.7,Tea,train
crops\price_01148.png,8.84,test,price,10,0.64,Tea,train
crops\price_01149.png,8.84,test,price,10,0.49,Tea,train
crops\name_01150.png,Iced Tea,test,name,3,0.4,Tea,train
crops\name_01151.png,Iced Tea,train,name,5,0.72,Tea,train
crops\name_01152.png,Iced Tea,train,name,0,0.71,Tea,train
crops\name_01153.png,Iced Tea,train,name,2,0.56,Tea,train
crops\name_01154.png,Iced Tea,test,name,3,0.57,Tea,train
crops\name_01155.png,Iced Tea,train,name,8,0.55,Tea,train
crops\name_01156.png,Iced Tea,train,name,8,0.66,Tea,train
crops\name_01157.png,Iced Tea,val,name,7,0.88,Tea,train
crops\name_01158.png,Iced Tea,test,name,3,0.92,Tea,train
crops\name_01159.png,Iced Tea,val,name,7,0.58,Tea,train
crops\name_01160.png,Iced Tea,train,name,0,0.64,Tea,train
crops\name_01161.png,Iced Tea,train,name,1,0.92,Tea,train
crops\name_01162.png,Iced Tea,train,name,2,0.95,Tea,train
crops\name_01163.png,Iced Tea,train,name,8,0.78,Tea,train
crops\name_01164.png,Iced Tea,train,name,8,0.43,Tea,train
crops\name_01165.png,Iced Tea,train,name,0,0.9,Tea,train
crops\name_01166.png,Iced Tea,train,name,4,0.8,Tea,train
crops\name_01167.png,Iced Tea,train,name,6,0.58,Tea,train
crops\name_01168.png,Iced Tea,train,name,6,0.79,Tea,train
crops\name_01169.png,Iced Tea,test,name,10,0.9,Tea,train
crops\name_01170.png,Iced Tea,val,name,12,0.85,Tea,train
crops\name_01171.png,Iced Tea,train,name,9,0.71,Tea,train
crops\name_01172.png,Iced Tea,train,name,1,0.54,Tea,train
crops\price_01173.png,6.72,train,price,1,0.89,Tea,train
crops\price_01174.png,6.72,train,price,4,0.92,Tea,train
crops\price_01175.png,6.72,train,price,2,0.92,Tea,train
crops\price_01176.png,6.72,train,price,6,0.75,Tea,train
crops\price_01177.png,6.72,train,price,0,0.41,Tea,train
crops\price_01178.png,6.72,test,price,10,0.62,Tea,train
crops\price_01179.png,6.72,train,price,8,0.94,Tea,train
crops\price_01180.png,6.72,train,price,6,0.56,Tea,train
crops\price_01181.png,6.72,train,price,6,0.53,Tea,train
crops\price_01182.png,6.72,test,price,10,0.58,Tea,train
crops\price_01183.png,6.72,test,price,10,0.83,Tea,train
crops\price_01184.png,6.72,train,price,4,0.81,Tea,train
crops\price_01185.png,6.72,test,price,3,0.42,Tea,train
crops\price_01186.png,6.72,train,price,11,0.55,Tea,train
crops\price_01187.png,6.72,test,price,10,0.71,Tea,train
crops\price_01188.png,6.72,train,price,11,0.56,Tea,train
crops\price_01189.png,6.72,train,price,5,0.57,Tea,train
crops\price_01190.png,6.72,test,price,3,0.73,Tea,train
crops\price_01191.png,6.72,train,price,5,0.7,Tea,train
crops\price_01192.png,6.72,train,price,2,0.62,Tea,train
crops\price_01193.png,6.72,val,price,12,0.53,Tea,train
crops\price_01194.png,6.72,val,price,7,0.58,Tea,train
crops\price_01195.png,6.72,train,price,5,0.46,Tea,train
crops\header_01196.png,PASTRIES,test,header,3,0.63,Pastries,train
crops\header_01197.png,PASTRIES,train,header,8,0.64,Pastries,train
crops\header_01198.png,PASTRIES,train,header,4,0.65,Pastries,train
crops\header_01199.png,PASTRIES,train,header,1,0.91,Pastries,train
crops\header_01200.png,PASTRIES,train,header,1,0.91,Pastries,train
crops\header_01201.png,PASTRIES,train,header,2,0.51,Pastries,train
crops\header_01202.png,PASTRIES,train,header,1,0.52,Pastries,train
crops\header_01203.png,PASTRIES,train,header,6,0.42,Pastries,train
crops\header_01204.png,PASTRIES,train,header,9,0.78,Pastries,train
crops\header_01205.png,PASTRIES,train,header,4,0.74,Pastries,train
crops\header_01206.png,PASTRIES,train,header,6,0.82,Pastries,train
crops\header_01207.png,PASTRIES,test,header,10,0.92,Pastries,train
crops\header_01208.png,PASTRIES,train,header,9,0.69,Pastries,train
crops\header_01209.png,PASTRIES,val,header,7,0.66,Pastries,train
crops\header_01210.png,PASTRIES,train,header,11,0.47,Pastries,train
crops\header_01211.png,PASTRIES,test,header,3,0.55,Pastries,train
crops\header_01212.png,PASTRIES,val,header,7,0.47,Pastries,train
crops\header_01213.png,PASTRIES,train,header,4,0.42,Pastries,train
crops\header_01214.png,PASTRIES,train,header,11,0.84,Pastries,train
crops\header_01215.png,PASTRIES,val,header,7,0.56,Pastries,train
crops\header_01216.png,PASTRIES,train,header,0,0.74,Pastries,train
crops\header_01217.png,PASTRIES,train,header,6,0.86,Pastries,train
crops\header_01218.png,PASTRIES,train,header,1,0.94,Pastries,train
crops\name_01219.png,Croissant,train,name,5,0.61,Pastries,train
crops\name_01220.png,Croissant,train,name,4,0.66,Pastries,train
crops\name_01221.png,Croissant,train,name,0,0.67,Pastries,train
crops\name_01222.png,Croissant,test,name,3,0.84,Pastries,train
crops\name_01223.png,Croissant,train,name,0,0.71,Pastries,train
crops\name_01224.png,Croissant,train,name,5,0.6,Pastries,train
crops\name_01225.png,Croissant,test,name,10,0.45,Pastries,train
crops\name_01226.png,Croissant,val,name,12,0.57,Pastries,train
crops\name_01227.png,Croissant,test,name,10,0.83,Pastries,train
crops\name_01228.png,Croissant,train,name,6,0.46,Pastries,train
crops\name_01229.png,Croissant,train,name,0,0.41,Pastries,train
crops\name_01230.png,Croissant,val,name,12,0.55,Pastries,train
crops\name_01231.png,Croissant,train,name,5,0.62,Pastries,train
crops\name_01232.png,Croissant,train,name,4,0.85,Pastries,train
crops\name_01233.png,Croissant,test,name,3,0.75,Pastries,train
crops\name_01234.png,Croissant,test,name,10,0.7,Pastries,train
crops\name_01235.png,Croissant,val,name,7,0.49,Pastries,train
crops\name_01236.png,Croissant,train,name,6,0.41,Pastries,train
crops\name_01237.png,Croissant,train,name,1,0.68,Pastries,train
crops\name_01238.png,Croissant,val,name,12,0.92,Pastries,train
crops\name_01239.png,Croissant,train,name,11,0.89,Pastries,train
crops\name_01240.png,Croissant,train,name,8,0.41,Pastries,train
crops\name_01241.png,Croissant,train,name,8,0.92,Pastries,train
crops\price_01242.png,"3,01",val,price,12,0.47,Pastries,train
crops\price_01243.png,"3,01",val,price,12,0.85,Pastries,train
crops\price_01244.png,"3,01",train,price,4,0.82,Pastries,train
crops\price_01245.png,"3,01",val,price,12,0.65,Pastries,train
crops\price_01246.png,"3,01",train,price,1,0.62,Pastries,train
crops\price_01247.png,"3,01",train,price,11,0.57,Pastries,train
crops\price_01248.png,"3,01",train,price,1,0.84,Pastries,train
crops\price_01249.png,"3,01",val,price,12,0.81,Pastries,train
crops\price_01250.png,"3,01",train,price,8,0.6,Pastries,train
crops\price_01251.png,"3,01",val,price,12,0.88,Pastries,train
crops\price_01252.png,"3,01",train,price,6,0.94,Pastries,train
crops\price_01253.png,"3,01",test,price,3,0.43,Pastries,train
crops\price_01254.png,"3,01",train,price,9,0.72,Pastries,train
crops\price_01255.png,"3,01",val,price,12,0.41,Pastries,train
crops\price_01256.png,"3,01",val,price,12,0.77,Pastries,train
crops\price_01257.png,"3,01",train,price,4,0.62,Pastries,train
crops\price_01258.png,"3,01",train,price,2,0.91,Pastries,train
crops\price_01259.png,"3,01",test,price,3,0.83,Pastries,train
crops\price_01260.png,"3,01",train,price,1,0.62,Pastries,train
crops\price_01261.png,"3,01",train,price,9,0.66,Pastries,train
crops\price_01262.png,"3,01",val,price,7,0.9,Pastries,train
crops\price_01263.png,"3,01",test,price,3,0.52,Pastries,train
crops\price_01264.png,"3,01",train,price,8,0.83,Pastries,train
crops\name_01265.png,Pain au Chocolat,train,name,6,0.46,Pastries,train
crops\name_01266.png,Pain au Chocolat,test,name,10,0.45,Pastries,train
crops\name_01267.png,Pain au Chocolat,train,name,4,0.59,Pastries,train
crops\name_01268.png,Pain au Chocolat,train,name,0,0.62,Pastries,train
crops\name_01269.png,Pain au Chocolat,train,name,5,0.47,Pastries,train
crops\name_01270.png,Pain au Chocolat,train,name,5,0.59,Pastries,train
crops\name_01271.png,Pain au Chocolat,val,name,7,0.67,Pastries,train
crops\name_01272.png,Pain au Chocolat,train,name,2,0.48,Pastries,train
crops\name_01273.png,Pain au Chocolat,train,name,5,0.56,Pastries,train
crops\name_01274.png,Pain au Chocolat,train,name,2,0.78,Pastries,train
crops\name_01275.png,Pain au Chocolat,train,name,4,0.79,Pastries,train
crops\name_01276.png,Pain au Chocolat,val,name,7,0.54,Pastries,train
crops\name_01277.png,Pain au Chocolat,train,name,0,0.92,Pastries,train
crops\name_01278.png,Pain au Chocolat,train,name,6,0.81,Pastries,train
crops\name_01279.png,Pain au Chocolat,train,name,0,0.83,Pastries,train
crops\name_01280.png,Pain au Chocolat,train,name,4,0.56,Pastries,train
crops\name_01281.png,Pain au Chocolat,train,name,2,0.6,Pastries,train
crops\name_01282.png,Pain au Chocolat,test,name,3,0.68,Pastries,train
crops\name_01283.png,Pain au Chocolat,train,name,6,0.61,Pastries,train
crops\name_01284.png,Pain au Chocolat,train,name,2,0.83,Pastries,train
crops\name_01285.png,Pain au Chocolat,train,name,9,0.76,Pastries,train
crops\name_01286.png,Pain au Chocolat,train,name,0,0.74,Pastries,train
crops\name_01287.png,Pain au Chocolat,train,name,1,0.46,Pastries,train
crops\price_01288.png,6.34,train,price,11,0.84,Pastries,train
crops\price_01289.png,6.34,train,price,8,0.49,Pastries,train
crops\price_01290.png,6.34,val,price,12,0.69,Pastries,train
crops\price_01291.png,6.34,train,price,1,0.42,Pastries,train
crops\price_01292.png,6.34,train,price,5,0.78,Pastries,train
crops\price_01293.png,6.34,train,price,1,0.48,Pastries,train
crops\price_01294.png,6.34,val,price,12,0.94,Pastries,train
crops\price_01295.png,6.34,train,price,0,0.57,Pastries,train
crops\price_01296.png,6.34,train,price,8,0.57,Pastries,train
crops\price_01297.png,6.34,train,price,8,0.88,Pastries,train
crops\price_01298.png,6.34,val,price,12,0.71,Pastries,train
crops\price_01299.png,6.34,train,price,11,0.9,Pastries,train
crops\price_01300.png,6.34,train,price,8,0.59,Pastries,train
crops\price_01301.png,6.34,train,price,11,0.89,Pastries,train
crops\price_01302.png,6.34,val,price,7,0.79,Pastries,train
crops\price_01303.png,6.34,train,price,2,0.45,Pastries,train
crops\price_01304.png,6.34,test,price,3,0.5,Pastries,train
crops\price_01305.png,6.34,train,price,2,0.44,Pastries,train
crops\price_01306.png,6.34,val,price,7,0.81,Pastries,train
crops\price_01307.png,6.34,train,price,4,0.47,Pastries,train
crops\price_01308.png,6.34,train,price,6,0.43,Pastries,train
crops\price_01309.png,6.34,train,price,5,0.71,Pastries,train
crops\price_01310.png,6.34,train,price,8,0.77,Pastries,train
crops\name_01311.png,Blueberry Muffin,train,name,2,0.62,Pastries,test
crops\name_01312.png,Blueberry Muffin,val,name,12,0.4,Pastries,test
crops\name_01313.png,Blueberry Muffin,train,name,1,0.44,Pastries,test
crops\name_01314.png,Blueberry Muffin,train,name,11,0.41,Pastries,test
crops\name_01315.png,Blueberry Muffin,train,name,2,0.9,Pastries,test
crops\name_01316.png,Blueberry Muffin,train,name,9,0.75,Pastries,test
crops\name_01317.png,Blueberry Muffin,train,name,2,0.62,Pastries,test
crops\name_01318.png,Blueberry Muffin,train,name,0,0.49,Pastries,test
crops\name_01319.png,Blueberry Muffin,test,name,10,0.59,Pastries,test
crops\name_01320.png,Blueberry Muffin,test,name,3,0.88,Pastries,test
crops\name_01321.png,Blueberry Muffin,train,name,0,0.91,Pastries,test
crops\name_01322.png,Blueberry Muffin,train,name,9,0.67,Pastries,test
crops\name_01323.png,Blueberry Muffin,train,name,8,0.69,Pastries,test
crops\name_01324.png,Blueberry Muffin,train,name,4,0.83,Pastries,test
crops\name_01325.png,Blueberry Muffin,train,name,6,0.44,Pastries,test
crops\name_01326.png,Blueberry Muffin,train,name,2,0.71,Pastries,test
crops\name_01327.png,Blueberry Muffin,train,name,5,0.49,Pastries,test
crops\name_01328.png,Blueberry Muffin,train,name,1,0.85,Pastries,test
crops\name_01329.png,Blueberry Muffin,test,name,3,0.56,Pastries,test
crops\name_01330.png,Blueberry Muffin,train,name,1,0.46,Pastries,test
crops\name_01331.png,Blueberry Muffin,test,name,3,0.64,Pastries,test
crops\name_01332.png,Blueberry Muffin,train,name,2,0.74,Pastries,test
crops\name_01333.png,Blueberry Muffin,train,name,0,0.58,Pastries,test
crops\price_01334.png,8,train,price,2,0.78,Pastries,test
crops\price_01335.png,8,train,price,5,0.68,Pastries,test
crops\price_01336.png,8,val,price,7,0.72,Pastries,test
crops\price_01337.png,8,train,price,1,0.41,Pastries,test
crops\price_01338.png,8,train,price,9,0.58,Pastries,test
crops\price_01339.png,8,train,price,2,0.75,Pastries,test
crops\price_01340.png,8,val,price,12,0.74,Pastries,test
crops\price_01341.png,8,train,price,8,0.73,Pastries,test
crops\price_01342.png,8,train,price,11,0.92,Pastries,test
crops\price_01343.png,8,val,price,12,0.85,Pastries,test
crops\price_01344.png,8,test,price,10,0.66,Pastries,test
crops\price_01345.png,8,val,price,7,0.6,Pastries,test
crops\price_01346.png,8,train,price,4,0.55,Pastries,test
crops\price_01347.png,8,train,price,11,0.7,Pastries,test
crops\price_01348.png,8,train,price,1,0.56,Pastries,test
crops\price_01349.png,8,train,price,0,0.44,Pastries,test
crops\price_01350.png,8,test,price,3,0.78,Pastries,test
crops\price_01351.png,8,train,price,11,0.77,Pastries,test
crops\price_01352.png,8,train,price,4,0.47,Pastries,test
crops\price_01353.png,8,train,price,6,0.54,Pastries,test
crops\price_01354.png,8,train,price,5,0.5,Pastries,test
crops\price_01355.png,8,train,price,0,0.42,Pastries,test
crops\price_01356.png,8,train,price,9,0.68,Pastries,test
crops\name_01357.png,Cinnamon Roll,test,name,10,0.71,Pastries,train
crops\name_01358.png,Cinnamon Roll,test,name,10,0.89,Pastries,train
crops\name_01359.png,Cinnamon Roll,train,name,5,0.57,Pastries,train
crops\name_01360.png,Cinnamon Roll,val,name,7,0.64,Pastries,train
crops\name_01361.png,Cinnamon Roll,train,name,1,0.57,Pastries,train
crops\name_01362.png,Cinnamon Roll,train,name,11,0.54,Pastries,train
crops\name_01363.png,Cinnamon Roll,test,name,3,0.78,Pastries,train
crops\name_01364.png,Cinnamon Roll,train,name,11,0.92,Pastries,train
crops\name_01365.png,Cinnamon Roll,train,name,4,0.93,Pastries,train
crops\name_01366.png,Cinnamon Roll,train,name,0,0.44,Pastries,train
crops\name_01367.png,Cinnamon Roll,test,name,10,0.8,Pastries,train
crops\name_01368.png,Cinnamon Roll,train,name,0,0.56,Pastries,train
crops\name_01369.png,Cinnamon Roll,test,name,3,0.88,Pastries,train
crops\name_01370.png,Cinnamon Roll,train,name,5,0.68,Pastries,train
crops\name_01371.png,Cinnamon Roll,train,name,11,0.47,Pastries,train
crops\name_01372.png,Cinnamon Roll,test,name,10,0.77,Pastries,train
crops\name_01373.png,Cinnamon Roll,test,name,3,0.83,Pastries,train
crops\name_01374.png,Cinnamon Roll,train,name,4,0.65,Pastries,train
crops\name_01375.png,Cinnamon Roll,test,name,3,0.45,Pastries,train
crops\name_01376.png,Cinnamon Roll,train,name,11,0.49,Pastries,train
crops\name_01377.png,Cinnamon Roll,test,name,3,0.8,Pastries,train
crops\name_01378.png,Cinnamon Roll,train,name,1,0.69,Pastries,train
crops\name_01379.png,Cinnamon Roll,val,name,7,0.54,Pastries,train
crops\price_01380.png,"11,13",test,price,10,0.41,Pastries,train
crops\price_01381.png,"11,13",train,price,6,0.44,Pastries,train
crops\price_01382.png,"11,13",train,price,11,0.88,Pastries,train
crops\price_01383.png,"11,13",train,price,2,0.73,Pastries,train
crops\price_01384.png,"11,13",train,price,6,0.52,Pastries,train
crops\price_01385.png,"11,13",train,price,4,0.7,Pastries,train
crops\price_01386.png,"11,13",val,price,7,0.52,Pastries,train
crops\price_01387.png,"11,13",train,price,0,0.61,Pastries,train
crops\price_01388.png,"11,13",val,price,7,0.72,Pastries,train
crops\price_01389.png,"11,13",test,price,10,0.85,Pastries,train
crops\price_01390.png,"11,13",train,price,5,0.87,Pastries,train
crops\price_01391.png,"11,13",train,price,2,0.7,Pastries,train
crops\price_01392.png,"11,13",train,price,6,0.43,Pastries,train
crops\price_01393.png,"11,13",train,price,1,0.5,Pastries,train
crops\price_01394.png,"11,13",train,price,1,0.76,Pastries,train
crops\price_01395.png,"11,13",train,price,4,0.86,Pastries,train
crops\price_01396.png,"11,13",test,price,10,0.68,Pastries,train
crops\price_01397.png,"11,13",train,price,2,0.41,Pastries,train
crops\price_01398.png,"11,13",val,price,12,0.88,Pastries,train
crops\price_01399.png,"11,13",val,price,7,0.44,Pastries,train
crops\price_01400.png,"11,13",val,price,7,0.94,Pastries,train
crops\price_01401.png,"11,13",train,price,4,0.43,Pastries,train
crops\price_01402.png,"11,13",train,price,4,0.43,Pastries,train
crops\name_01403.png,Almond Tart,train,name,0,0.93,Pastries,train
crops\name_01404.png,Almond Tart,train,name,0,0.77,Pastries,train
crops\name_01405.png,Almond Tart,train,name,11,0.72,Pastries,train
crops\name_01406.png,Almond Tart,val,name,7,0.64,Pastries,train
crops\name_01407.png,Almond Tart,train,name,5,0.7,Pastries,train
crops\name_01408.png,Almond Tart,test,name,10,0.8,Pastries,train
crops\name_01409.png,Almond Tart,train,name,1,0.81,Pastries,train
crops\name_01410.png,Almond Tart,train,name,0,0.58,Pastries,train
crops\name_01411.png,Almond Tart,train,name,0,0.61,Pastries,train
crops\name_01412.png,Almond Tart,train,name,5,0.73,Pastries,train
crops\name_01413.png,Almond Tart,train,name,9,0.52,Pastries,train
crops\name_01414.png,Almond Tart,train,name,5,0.86,Pastries,train
crops\name_01415.png,Almond Tart,train,name,2,0.83,Pastries,train
crops\name_01416.png,Almond Tart,train,name,5,0.83,Pastries,train
crops\name_01417.png,Almond Tart,train,name,0,0.5,Pastries,train
crops\name_01418.png,Almond Tart,train,name,5,0.61,Pastries,train
crops\name_01419.png,Almond Tart,train,name,11,0.42,Pastries,train
crops\name_01420.png,Almond Tart,train,name,6,0.73,Pastries,train
crops\name_01421.png,Almond Tart,test,name,3,0.43,Pastries,train
crops\name_01422.png,Almond Tart,test,name,10,0.87,Pastries,train
